GAGE_ID,LAT,LONG,p_mean,pet_mean,geol_permeability,max_water_content,sand_frac,water_frac,lai_diff,gvf_max,gvf_diff,area,aridity,elev_mean,slope_mean,clay_frac,soil_depth_pelletier,frac_forest,lai_max,soil_conductivity
1170100,42.70342,-72.67065,3.894581793,2.242787461,-13.7095,0.491742644,48.4324115,0,4.619936647,0.899812263,0.456794566,106.99,0.57587376,325.71,49.33091,11.70596598,3.654054054,0.997,5.384063869,2.042825775
1181000,42.23731,-72.89565,3.815023956,2.266098741,-14.1061,0.484301322,47.7674734,0,4.703243126,0.903143493,0.481896141,243.5,0.593993319,417.93,33.2844,12.18011645,5.0275,0.9944,5.385990011,2.039482848
1187300,42.03732,-72.93899,3.950607803,2.280597782,-14.8804,0.507236028,47.01299173,0,4.535364372,0.891263567,0.414442438,53.92,0.577277699,309.1,38.2676,11.50902197,6.956521739,0.9932,5.397198985,1.858861767
1195100,41.30593,-72.5312,3.682481862,2.353993196,-14.1,0.594507697,58.88847572,0,4.831464812,0.907067965,0.497049297,14.84,0.639240948,19.17,7.9307,9.53958967,14.44,0.9171,5.469579471,3.09007932
1333000,42.70897,-73.19677,3.704639288,2.212718385,-13.3765,0.384365975,38.44172933,0,4.424147195,0.89490959,0.51914667,112.16,0.597283085,485.91,74.78725,14.30550409,2.837837838,0.9844,5.010562168,1.542100935
1350000,42.31953,-74.43654,3.86979603,2.246002067,-15.2049,0.453996987,33.15468082,0,4.338213735,0.886759765,0.465373102,612.51,0.580392881,612.78,88.25169,12.78443068,1.924089069,0.9966,5.05258398,1.265259338
1350080,42.37703,-74.41292,3.492825462,2.239032772,-15.3774,0.524955107,33.349078,0.091198551,4.144402116,0.877524311,0.429201487,83.84,0.641037692,587.35,60.00338,13.80884377,3.054794521,0.994,5.013337258,1.268097499
1350140,42.42897,-74.47293,3.501422313,2.240501054,-15.8034,0.363893906,22.78097141,0,4.268878933,0.886644695,0.459899742,43.76,0.639883126,579.74,61.8248,13.58657719,3.222222222,0.991,5.045958479,1.06054056
1365000,41.86648,-74.4871,4.211436003,2.302954305,-15.2,0.301407515,26.21848204,0,4.632726683,0.902036827,0.502087052,99.57,0.546833504,465.17,51.87268,12.99114864,0.964705882,1,5.240053935,1.07409636
1411300,39.30694,-74.82056,3.175449692,2.534943929,-13,0.365409199,39.68933797,0,4.574302867,0.893805808,0.440481796,79.32,0.79829447,15.25,2.0326,5.837615946,49.296,0.8487,5.353999055,3.459901727
1413500,42.14481,-74.65349,3.832546201,2.234765435,-15.1998,0.395298197,31.4215726,0,4.308753036,0.882832411,0.523567907,424.1,0.583102021,724.51,69.6517,14.12566114,1.494252874,0.9974,4.86E+00,1.240832465
1414500,42.1062,-74.73043,3.979971253,2.229746119,-15.2,0.297565969,25.05590543,0.728437326,4.55250318,0.888611918,0.524892152,64.45,0.560241765,775.58,59.57585,12.77161598,1.063636364,1,5.089838653,1.089078881
1415000,42.12009,-74.81849,3.773122519,2.237511444,-15.2,0.423285871,31.30062846,0,4.22083492,0.876677801,0.522300698,85.63,0.593013196,604.34,64.53263,15.1604822,2.181818182,1,4.764848731,1.248568979
1423000,42.1662,-75.13989,3.703760438,2.226759959,-15.1997,0.467035521,35.54869532,0,3.798575782,0.859112741,0.525288841,859.68,0.601215979,593.67,49.86765,14.67282627,2.435565155,0.9854,4.327719174,1.376533511
1434025,41.99537,-74.50099,4.437002053,2.272434374,-15.2,0.289442338,25.07550536,0,4.649483013,0.894837677,0.541983527,9.7,0.512155358,729.33,59.4071,12.47258091,0.833333333,1,5.143147348,1.043915853
1435000,41.89009,-74.58988,4.317653662,2.29707295,-15.1995,0.321615576,28.25034296,0,4.644765532,0.898253636,0.51975401,172.46,0.532018807,560.05,54.94492,13.74399602,1.12,1,5.203120359,1.130887342
1439500,41.08815,-75.03767,3.683258042,2.34455796,-15.2772,0.631275354,40.97317987,0,4.65243877,0.890052775,0.533022343,305.88,0.636544585,307.06,22.25987,13.72385169,3.073770492,0.997,5.173878417,1.659095312
1440000,41.10667,-74.95222,3.549893224,2.343015893,-14.227,0.501852732,32.95325403,0,4.757701793,0.896403759,0.534910927,167.72,0.660024329,234.2,28.80165,11.14054718,4.186131387,0.908,5.283248892,1.74997097
1440400,41.08481,-75.21462,3.753351129,2.336390335,-14.8732,0.642701614,36.5670825,0,4.650073265,0.895056492,0.516361698,175.21,0.622481152,334.06,26.46515,14.83017067,2.487632509,0.9933,5.204995635,1.4455479
1451800,40.66176,-75.62685,3.503207392,2.418850856,-16.2182,0.361222122,32.12866245,0,1.718289917,0.691312678,0.421700869,135.84,0.690467502,180.41,14.8941,17.61702514,1.037037037,0.4915,2.055260002,1.243021587
1466500,39.885,-74.50528,3.539837098,3.059820849,-13,0.602852232,83.36642604,0,2.759381207,0.82315865,0.236725954,5.38,0.864395949,38.94,2.53456,3.180636489,49.63636364,1,4.196265225,7.95458309
1484100,38.90578,-75.51275,3.321273101,2.602614374,-13,0.539998858,58.69164709,0,1.623749753,0.706892873,0.355527724,9,0.783619502,17.97,1.03721,13.86663603,49.55555556,0.3605,2.100864873,3.200922949
1485500,38.22892,-75.47144,3.240579055,2.630299562,-10.9,0.46277124,53.02732956,0,3.276996924,0.834604916,0.258359552,141.54,0.811675789,15.46,1.66864,6.325269618,47.84659091,0.867,4.695433177,4.259142332
1486000,38.21389,-75.67139,3.274416153,2.674827543,-10.9,0.530783288,42.11160116,0,3.373949657,0.844506039,0.236841856,11.18,0.816886864,10.21,1.47125,11.87945081,46.44444444,0.8888,5.070658596,1.893537041
1487000,38.72833,-75.56186,3.339039014,2.60757013,-13,0.399387172,38.68261864,0,1.672383011,0.709765476,0.354995129,187.41,0.78093431,13.84,1.09998,9.921566304,49.19310345,0.4165,2.158201579,2.595516789
1491000,38.99719,-75.78581,3.305075975,2.59245614,-12.4235,0.351414916,33.00294405,0,2.276448566,0.758678996,0.425617873,292.04,0.784386247,18.54,1.41948,8.065632658,48.52901786,0.2319,2.711638501,2.520857233
1510000,42.54118,-75.89964,3.462294319,2.240820068,-16.0426,0.501642588,25.24562578,0,3.907958547,0.867876569,0.503985762,382.99,0.647206696,482.21,28.76423,16.08824447,3.842696629,0.9804,4.506815006,1.054860901
1516500,41.79091,-77.01469,3.182643395,2.266105298,-15.4207,0.656231956,29.82002113,0,3.459232604,0.825131048,0.49060868,31.48,0.712019858,634.59,29.79686,15.50080225,4.886792453,0.9661,3.95898585,1.197002775
1518862,41.92313,-77.53193,3.031641342,2.267785079,-15.7286,0.577010158,26.92625037,0,3.442134554,0.829469642,0.503336971,233.91,0.74803871,600.87,37.28156,14.02503955,3.427440633,0.9837,3.946254663,1.154388907
1532000,41.70702,-76.48467,3.195078713,2.29690731,-14.736,0.654835129,31.88877352,0,3.772380781,0.848866708,0.48531514,553.94,0.718889115,507.14,40.91626,15.54733932,3.357222844,0.9549,4.316377385,1.266221296
1539000,41.07814,-76.43106,3.423427789,2.360101848,-15.5264,0.60943962,32.84689658,0.100697825,4.012789573,0.864375068,0.462749305,701.78,0.689397292,333.75,32.47937,15.63264112,4.596067918,0.8311,4.66934874,1.281931465
1542810,41.57895,-78.29251,3.422528405,2.268752923,-15.0206,0.67067382,31.01812599,0,4.744777216,0.900412061,0.550344058,13.62,0.662887975,492.7,45.55723,16.59146541,0.96,1,5.266090177,1.196305738
1543000,41.4134,-78.19695,3.390019165,2.276676564,-14.6131,0.662028871,33.93708536,0,4.598338306,0.895337795,0.534380368,705.5,0.67158221,543.37,36.53752,16.6757513,0.992888889,0.9922,5.141401135,1.301087878
1543500,41.31728,-78.10306,3.4089295,2.283926448,-14.3537,0.635270959,35.59339992,0,4.570163491,0.894548372,0.524107205,1778.26,0.669983479,547.44,31.28232,17.11813287,1.020021452,0.9878,5.123423743,1.353188264
1544500,41.4759,-77.82582,3.363519507,2.290695181,-15.1862,0.627939123,36.29208259,0,4.537998036,0.892128244,0.530975321,355.06,0.681041146,551.6,36.26274,16.51665322,0.951807229,1,5.060731784,1.399198454
1545600,41.38951,-77.69082,3.384574949,2.298031951,-14.1559,0.629820622,46.61053372,0,4.613344655,0.897149346,0.503536545,120,0.678972097,518.97,53.68312,16.31277943,0.970149254,1,5.191066694,1.88470305
1547700,41.05951,-77.60583,3.135013005,2.347398152,-15.1697,0.493580337,30.56813564,0,4.35365226,0.880398373,0.500770966,113.54,0.748768234,353.57,43.0263,15.54771803,1.209677419,0.9047,4.933508723,1.162355466
1548500,41.52174,-77.44748,3.153345654,2.271782218,-14.8083,0.571262014,29.48293235,0,4.2352819,0.87675881,0.508506796,1557.05,0.720435521,546.71,39.14167,14.67219303,1.029566626,0.9866,4.780098633,1.221725203
1549500,41.47368,-77.23081,3.332225873,2.293808241,-15.0026,0.634780048,31.28929924,0,3.906737119,0.859754604,0.481439597,97.49,0.688371175,528.16,32.39343,15.55964706,0.950920245,0.9888,4.496868177,1.252028739
1550000,41.41841,-77.03275,3.369765914,2.292907214,-14.3602,0.542218006,27.68659,0,4.258416191,0.881260618,0.502453434,452.68,0.680435162,455.41,46.28526,14.24547524,1.172366621,0.988,4.836366028,1.19884973
1552000,41.32508,-76.91246,3.476997947,2.311664175,-14.4365,0.628217325,33.44363478,0,4.376224239,0.885104673,0.48687381,1129.49,0.664844849,461.43,37.27533,15.41812417,3.89556429,0.9911,4.969154779,1.332821341
1552500,41.35702,-76.53467,3.623085558,2.291999398,-15.0374,0.653209126,33.79184094,0,4.518489392,0.897540984,0.493856182,60.64,0.632609791,535.24,46.46363,15.6106045,1.663461538,0.9956,5.110324774,1.337832805
1557500,40.68367,-78.23362,3.153099247,2.359596112,-15.272,0.503174677,36.55620691,0,4.369767194,0.882674354,0.495209332,115.3,0.748341846,389.99,38.17147,16.26041119,1.115789474,0.9012,4.952728385,1.364428033
1567500,40.37092,-77.40221,3.212839151,2.433813703,-14.897,0.642425438,26.44161296,0,3.012205154,0.796606655,0.452560563,38.77,0.757527404,314.48,46.47316,23.04234711,0.892307692,0.7969,3.534509574,0.914900534
1568000,40.32342,-77.16887,3.329701574,2.424954155,-15.5296,0.592339233,37.51563587,0,3.833884135,0.842628992,0.487523051,534.39,0.728279727,265.52,34.52646,18.88365774,1.029761905,0.7062,4.366582475,1.291120109
1580000,39.62997,-76.40331,3.431727584,2.527252526,-14.1,0.671115021,29.4296279,0,2.146753948,0.752734193,0.456907121,244.37,0.736437396,174.3,12.44242,18.65982721,1.046153846,0.4241,2.511603683,1.106998626
1583500,39.51078,-76.6765,3.262125941,2.552896482,-13.7057,0.664578895,32.44555866,0,2.416905685,0.763722724,0.436134135,155.85,0.782586733,156.32,13.67585,18.0157494,1.1,0.5155,2.860624185,1.232334306
1586610,39.45189,-76.95531,3.304661191,2.544047967,-14.039,0.57639111,29.02656055,0,2.091591907,0.72684709,0.405830641,72.7,0.769836246,196.88,11.85286,16.08803429,1.016806723,0.3247,2.51629325,1.16555746
1591400,39.25597,-77.05106,3.28500616,2.624023504,-14.1,0.680228982,26.13516527,0,1.803956084,0.71749357,0.380321039,59.09,0.798788001,149.21,7.79146,19.43219537,1.031578947,0.3311,2.260570469,0.998954629
1594950,39.27669,-79.39031,3.921103354,2.453434305,-16.2759,0.362000005,38.625,0,4.144298108,0.864965901,0.523308453,6.12,0.625699984,899.82,37.38218,15.375,1,0.9731,4.645882791,1.547841503
1596500,39.57006,-79.10194,3.314265572,2.436867447,-15.2383,0.367686862,32.22422226,0,3.911409412,0.851818191,0.476878615,124.65,0.735266198,663.42,53.96684,13.25394826,1,0.8759,4.469827189,1.494552717
1605500,38.63567,-79.33782,3.209689254,2.516571869,-13.8824,0.363314624,43.14885864,0,4.044636122,0.852298151,0.471469672,463.85,0.784054676,856.86,70.44106,15.89296092,0.950413223,0.9904,4.649156887,1.626467031
1606500,38.99122,-79.17587,3.36347707,2.499055975,-14.1648,0.388659077,36.48168771,0,4.198566914,0.868890746,0.489592693,1684.55,0.742997774,836.38,75.86214,16.68095777,0.950409996,0.9336,4.778170216,1.361674588
1613050,39.89842,-78.13223,3.088505133,2.446746174,-15.2693,0.496052236,43.75071579,0,3.666815216,0.83396503,0.471154404,27.9,0.792210493,261.6,35.54433,14.27221643,0.931818182,0.9354,4.187258127,1.974184883
1620500,38.33763,-79.24004,3.398616016,2.527717823,-15.9424,0.415023994,43.24541766,0,4.183343269,0.871762826,0.433896124,44.74,0.743749165,786.35,74.979,16.14530893,0.95,0.9722,4.888811167,1.680787944
1632000,38.63706,-78.8528,2.931040383,2.549987953,-15.5394,0.361665749,39.07847384,0,4.279840821,0.882824187,0.469956504,543.36,0.869994139,543.76,51.70815,16.45024511,1.092771084,0.708,4.936278611,1.488407594
1632900,38.69345,-78.64279,2.908112252,2.592829227,-12.9503,0.485563887,29.70917648,0,2.918349727,0.783806448,0.395233815,245.05,0.891584988,417.29,48.62437,36.05837118,1.059431525,0.5837,3.551706593,0.731771063
1634500,39.08122,-78.32945,2.979180014,2.523664025,-15.0288,0.361422926,39.03887329,0,4.34304389,0.88371617,0.492508283,263.98,0.847100213,344.44,47.4082,17.98949993,0.901960784,0.7781,4.94219719,1.390160125
1638480,39.25455,-77.57638,3.034422998,2.558117112,-13.8061,0.625136509,40.76279329,0,2.540955762,0.756075214,0.421985168,232,0.843032469,155.98,16.88797,23.72331516,1.033240997,0.4659,3.013347769,1.352239522
1639500,39.61236,-77.23744,3.233238877,2.535294935,-14.1274,0.444145177,23.20608819,0,1.617452233,0.69270973,0.379673787,267.18,0.784134743,198.1,11.61235,13.96834223,1.061904762,0.1173,2.017446724,1.043644163
1644000,39.01955,-77.57749,3.047648186,2.557561752,-13.7579,0.593889683,36.50485047,0,2.866630624,0.781567282,0.43517083,859.17,0.839191926,187.25,23.95326,23.86526975,1.073282443,0.6186,3.367721207,1.172194788
1658500,38.58734,-77.4286,3.21813963,2.68545729,-13.4126,0.645000007,44.7333333,0,4.728876822,0.892101459,0.472730239,19.34,0.834475069,97.44,6.88385,20.73333336,1,1,5.400619835,1.635729666
1664000,38.53068,-77.8136,3.149028063,2.572003806,-13.969,0.572554863,36.1754662,0,3.838439697,0.854354476,0.473973206,1605.1,0.816761157,216.1,30.32647,21.16872343,1.049979347,0.7519,4.438354026,1.20194558
1666500,38.32513,-78.09556,3.200911704,2.658126461,-14.2526,0.599832576,34.65348409,0,3.626818335,0.847894825,0.457157325,463.15,0.830427924,201.59,24.98287,22.06325255,1.033755274,0.8137,4.270827286,1.158353352
1667500,38.35041,-77.975,3.207982204,2.688156482,-14.1348,0.563297927,30.77003651,0,3.466561583,0.832885554,0.443615627,1209.75,0.837958664,193.47,23.44026,21.80308014,1.067032967,0.8033,4.112693994,1.039237257
1669000,37.87708,-76.90052,3.196973306,2.678053881,-13,0.588000006,65.26666662,0,3.395629538,0.834544322,0.316450929,71.84,0.837684155,42.94,4.09652,17.53333335,35.59322034,0.9098,4.586904115,3.178491647
1669520,37.63375,-76.69635,3.27315948,2.690151211,-12.4147,0.598134607,60.94009071,0,3.632648259,0.858528515,0.262273161,277.39,0.821882108,25.42,4.97296,19.25652547,38.21276596,0.9295,5.241817303,2.322664652
2011400,38.04235,-79.88144,3.288565366,2.543049514,-14.6756,0.406893714,44.10107284,0,4.249294427,0.873318576,0.485857472,407.72,0.773300583,783.86,73.92744,18.60652645,0.941269841,0.9953,4.855279186,1.548787937
2011460,38.2454,-79.76866,3.40426694,2.516743326,-15.5249,0.371630204,43.49220745,0,4.133442055,0.867337167,0.489582366,156.34,0.739290828,878.38,77.10338,16.74790629,0.905555556,0.995,4.698441836,1.643660613
2013000,37.8029,-80.047,3.036276523,2.595559986,-15.1955,0.395815158,43.38813702,0,4.454977982,0.887668936,0.502923232,424.78,0.854849671,691.82,70.85988,18.79123478,0.945701357,0.9852,5.046684848,1.488569026
2014000,37.72901,-80.04228,3.12457358,2.548529213,-15.4203,0.437150595,43.63769856,0,4.427796453,0.887158069,0.501687509,396.78,0.815640646,691.04,73.63034,18.86504691,0.951666667,0.9092,5.028343438,1.519879521
2015700,38.1954,-79.57032,3.195519507,2.537750773,-14.4666,0.350838621,48.8557284,0,4.234833038,0.871952262,0.469773421,285.41,0.794159062,753.52,68.72646,15.79364417,1.022727273,0.9911,4.882482471,1.962062148
2016000,37.7918,-79.75949,3.144814511,2.573819685,-15.2353,0.379562056,43.34104447,0,4.385441166,0.883890083,0.459359315,1194.55,0.818432908,645.04,66.42056,16.74713105,1.013858093,0.9317,5.088656113,1.640193786
2017500,37.50624,-80.10671,3.025297741,2.599039603,-15.1362,0.426827958,44.35470836,0,4.301910913,0.874631454,0.484083896,276.15,0.859102087,695.27,69.63081,17.76688716,1.04576659,0.9349,4.914746759,1.609851151
2018000,37.66596,-79.91144,3.055764545,2.620782724,-15.3324,0.413146457,44.85956656,0,4.321060978,0.878832446,0.479377443,852.34,0.857652049,648.68,66.96658,17.45313498,1.006982157,0.8857,4.948665819,1.642987381
2027000,37.71542,-78.98169,3.467886379,2.644789582,-14.0448,0.493581704,28.85510456,0,4.069416464,0.87630078,0.480980568,240.77,0.76265174,387.44,57.5512,20.09597737,0.934246575,0.9407,4.697149457,0.989853036
2027500,37.70236,-79.02752,3.665534565,2.640769925,-14.1,0.461277575,21.2166661,0,3.977009779,0.873203525,0.481617577,123.34,0.720432417,350.53,52.51564,20.38176191,0.959183673,0.9407,4.592942937,0.830738664
2028500,37.86959,-78.82335,3.326447639,2.597001629,-13.7687,0.555982195,33.83594449,0,4.172039374,0.882043953,0.49284528,245.45,0.780713215,377.48,66.86826,22.61867109,1.005390836,0.9644,4.797011772,1.106858962
2038850,37.41542,-78.63584,3.149615332,2.889448214,-15.8882,0.701823927,22.18411995,0,4.335024535,0.88441506,0.379295617,22,0.917397177,176.41,9.80131,47.14513835,1.027027027,0.93,5.399119562,0.586208131
2046000,37.06709,-77.60249,3.268863792,2.749041136,-14.046,0.645465347,30.89579612,0,3.83489456,0.86997059,0.300671495,288.52,0.840977572,86.64,6.04481,29.71295487,1.181818182,0.9359,5.264385458,0.862138597
2051000,36.99737,-78.34972,3.170865161,2.719021848,-14.1,0.696503209,24.01428107,0,4.024671972,0.869375922,0.388206521,144.82,0.857501568,151.02,7.49999,46.10614241,1.027149321,0.9387,5.02107202,0.614818026
2051500,36.71681,-77.83166,3.190273785,2.976969035,-14.0727,0.671515642,27.7843376,0,3.672039237,0.854645475,0.325520228,1428.71,0.933139046,113.4,6.85615,37.93122091,1.096698113,0.9081,4.907576012,0.730584077
2053200,36.37083,-77.02556,3.333931554,2.796942245,-13.0346,0.521800719,45.77058182,0,2.472521398,0.772461166,0.345753417,583.66,0.838932114,25.28,2.20328,16.27939726,47.7146145,0.5848,3.238408711,1.801256302
2053800,37.14013,-80.26643,3.228056126,2.6674695,-14.716,0.610525702,32.45765264,0,4.002618738,0.859656492,0.450491613,280.72,0.826339257,705.68,36.16538,31.85229307,0.990929705,0.8875,4.658997556,0.88717916
2055100,37.41763,-79.93532,3.056229979,2.664367995,-12.9343,0.501720555,22.19489834,0,3.188652297,0.80351595,0.409212777,30.54,0.87178256,399.99,38.79042,45.11318419,0.943396226,0.5089,3.838155111,0.575018856
2056900,37.04514,-79.8442,3.179344285,2.70525848,-14.1418,0.672414298,36.5395665,0,3.602357013,0.836008376,0.413837635,298.11,0.850885666,423.07,33.49522,35.96121409,1.035320088,0.9121,4.341723124,0.952353509
2059500,37.1732,-79.52031,3.099616701,3.201239589,-14.5692,0.666198543,36.35018945,0,3.605419855,0.820928275,0.420900239,485.41,1.032785631,319.14,27.0257,35.80726417,1.023129252,0.8421,4.279503547,0.935234942
2064000,37.12681,-78.95974,3.095496235,2.926439138,-14.7619,0.666142612,25.81173706,0,3.339635706,0.811976266,0.338502393,427.77,0.945386108,192.21,9.95686,43.72962418,1.070643642,0.909,4.344958213,0.658328515
2065500,37.07931,-78.76362,3.132863792,3.695275729,-14.1599,0.687395559,27.25967938,0,3.721839071,0.83923694,0.377732605,252.58,1.179520073,170.09,10.06294,44.01817361,1.052631579,0.9058,4.642003076,0.680520702
2069700,36.57097,-80.12949,3.522610541,2.716900849,-14.521,0.588243282,26.63506248,0,3.964501841,0.864540252,0.453502133,221.13,0.771274831,372.62,23.01829,36.98023022,1.023391813,0.9644,4.623594937,0.748420036
2070000,36.56819,-79.98726,3.300353183,3.761617878,-14.2184,0.639628371,29.27860985,0,4.169538323,0.873122618,0.440194087,270.61,1.139762222,308.66,12.22606,41.44401327,1.060096154,0.9642,4.907009728,0.745251364
2074500,36.61958,-79.50419,3.270950034,3.422355154,-14.0036,0.683171954,31.69381757,0,3.422179525,0.826504347,0.382980185,288.53,1.046287812,223.3,10.70863,44.94207891,1.03712297,0.8579,4.294368,0.747128223
2077200,36.39778,-79.19667,3.278396988,2.860841615,-14.1,0.479047098,14.91043868,0,3.136531793,0.798286828,0.414105283,121.69,0.872634286,194,7.08453,11.71265813,1.035714286,0.7114,3.740453093,0.824324961
2081500,36.19417,-78.58306,3.266579055,2.791559945,-14.0159,0.6821197,24.66498736,0,3.140690029,0.804627352,0.379574897,428.37,0.854582087,132.21,6.46534,27.90363968,1.1484375,0.8481,3.920242234,0.82865208
2082950,36.18333,-77.87611,3.263115674,3.158054127,-14.0079,0.661397121,40.06724562,0,3.83804295,0.868648024,0.285769596,460.85,0.967803303,79.77,6.54582,33.53255461,1.484195402,0.7774,5.262067569,1.060386411
2092500,35.06417,-77.46139,3.782791239,3.267800602,-12.5406,0.648837728,59.90724236,0,2.597828768,0.781631016,0.257270005,447.58,0.86385962,21.88,2.57074,14.96115044,44.20689655,0.7118,3.826760623,3.027258307
2096846,35.98722,-79.20611,3.34620397,3.190137577,-13.7966,0.704366039,24.40638498,0,4.156268378,0.865021699,0.400102282,19.57,0.953360167,182.85,7.73462,31.13366278,1.03125,0.9156,4.993323321,0.807839212
2102908,35.18278,-79.1775,3.355067762,3.01971447,-10.9658,0.603000006,71.00000002,0,1.709940715,0.682361794,0.16011928,19.73,0.900045747,106.88,10.48159,15.33333333,1,0.6906,3.022997608,3.899267292
2108000,34.82889,-77.83222,3.810368241,3.207837536,-12.9173,0.599144559,62.16134105,0,1.982284258,0.718475187,0.315517397,1569.48,0.841870741,31.61,3.14028,15.21899388,29.43752759,0.4232,2.637028498,2.972384238
2111180,36.07139,-81.40306,3.71566872,2.72063859,-14.1,0.377540899,39.97081698,0,4.253188295,0.892727998,0.436106107,131.47,0.732206985,551.06,56.42993,20.18824251,1.035714286,1,5.031878223,1.447118024
